iter	Logloss
135	0.5122811
136	0.511467757
137	0.510706513
138	0.509549812
139	0.5084212974
140	0.5071048737
141	0.5061168317
142	0.5049552917
143	0.504412757
144	0.5031562381
145	0.5020125707
146	0.5008992089
147	0.499814528
148	0.4991312027
149	0.4979655301
150	0.4967122255
151	0.4958796325
152	0.4943659041
153	0.4934440895
154	0.4927012832
155	0.4917206941
156	0.490965384
157	0.4902497398
158	0.4894113894
159	0.4883534114
160	0.4874818237
161	0.4864133552
162	0.4855715434
163	0.4841280337
164	0.4829255563
165	0.4817417992
166	0.4808974089
167	0.480258871
168	0.4794462698
169	0.4781140221
170	0.4773160087
171	0.4764031304
172	0.4757496516
173	0.4750225985
174	0.4743220011
175	0.4736342607
176	0.4727499927
177	0.4719119249
178	0.4708749277
179	0.4703409054
180	0.4690806777
181	0.4683783849
182	0.4669614015
183	0.4663259365
184	0.4656286593
185	0.4647724717
186	0.4638184795
187	0.4631466689
188	0.4619183364
189	0.4611237137
190	0.4606400243
191	0.4602443554
192	0.459534751
193	0.4584741946
194	0.4569849791
195	0.4567082723
196	0.4563075172
197	0.455567254
198	0.4551540657
199	0.4542374434
200	0.4536122923
201	0.4530929283
202	0.4521107144
203	0.4514312391
204	0.4507671992
205	0.4498448548
206	0.4486698221
207	0.4481980359
208	0.4474651902
209	0.4466748414
210	0.4462216695
211	0.4454920027
212	0.4448835232
213	0.4440893244
214	0.4434980816
215	0.4427574299
216	0.4420171314
217	0.4414543929
218	0.4406249788
219	0.4400908505
220	0.4393485034
221	0.4383430128
222	0.4375908463
223	0.4369130664
224	0.4360698417
225	0.4353907197
226	0.4347802621
227	0.4342383279
228	0.433354731
229	0.432374707
230	0.4317136694
231	0.4311558052
232	0.4301425439
233	0.4293515241
234	0.4285139155
235	0.4278299544
236	0.4268702048
237	0.426124714
238	0.4251284423
239	0.4244835465
240	0.4239841744
241	0.4228323124
242	0.4224413766
243	0.42170899
244	0.4209257055
245	0.4203776607
246	0.4196013698
247	0.4190771668
248	0.418309459
249	0.417470932
250	0.4165438193
251	0.4154374158
252	0.4148856269
253	0.4143199567
254	0.4135196121
255	0.4130354281
256	0.4122375206
257	0.4113122446
258	0.410615921
259	0.4099042327
260	0.4092372612
261	0.4085502978
262	0.4077812831
263	0.4069309235
264	0.4063590721
265	0.4056872615
266	0.4052084464
267	0.4045148426
268	0.4040220049
269	0.4035731068
270	0.4027832879
271	0.4017167974
272	0.401294567
273	0.4008314345
274	0.4001778497
275	0.3997222053
276	0.3987700851
277	0.398407159
278	0.3977243282
279	0.3970854724
280	0.3965245353
281	0.3960431417
282	0.3954793436
283	0.3949954421
284	0.394231655
285	0.3934640531
286	0.3928653576
287	0.3919898139
288	0.3915612256
289	0.3910681053
290	0.3904634405
291	0.3899625142
292	0.3889974665
293	0.3885803929
294	0.3877310929
295	0.387197989
296	0.386507882
297	0.3861357371
298	0.3855842661
299	0.3847949417
300	0.3842254921
301	0.3837697418
302	0.3831361135
303	0.3826502341
304	0.3821712776
305	0.3815661536
306	0.380596938
307	0.380235672
308	0.3793878202
309	0.378924829
310	0.3784706681
311	0.37789313
312	0.3774203548
313	0.3768015261
314	0.3760730602
315	0.375423714
316	0.3752396901
317	0.3748039669
318	0.3743223261
319	0.3739400793
320	0.3735256901
321	0.3730783816
322	0.3726841609
323	0.3722762355
324	0.3716551463
325	0.3710316199
326	0.370723795
327	0.3697656349
328	0.3692572558
329	0.3684243096
330	0.3676260489
331	0.3670783926
332	0.3665489621
333	0.365948889
334	0.365697119
335	0.364933791
336	0.3643339652
337	0.3636435756
338	0.363127002
339	0.3628092165
340	0.3622793975
341	0.3618333251
342	0.3612823486
343	0.3609387433
344	0.3602944127
345	0.3597882235
346	0.3588345139
347	0.3584968779
348	0.3580119168
349	0.3575045974
350	0.3567962646
351	0.3565489804
352	0.3561438808
353	0.3558958901
354	0.3553295842
355	0.3545606754
356	0.353964629
357	0.3531677105
358	0.3525358129
359	0.3521313844
360	0.3515985277
361	0.3511410113
362	0.3506914775
363	0.3501466115
364	0.3496325458
365	0.348996339
366	0.3483886012
367	0.3478196462
368	0.3474057515
369	0.3467844857
370	0.3463122403
371	0.3458025191
372	0.3455486298
373	0.3451996909
374	0.3447302006
375	0.3444483368
376	0.3438665602
377	0.3430156708
378	0.342376709
379	0.3420194343
380	0.3414991873
381	0.3406778971
382	0.3401801851
383	0.3396404761
384	0.3388486792
385	0.338362164
386	0.3380159449
387	0.3373631725
388	0.3369261424
389	0.3365859985
390	0.3359513459
391	0.3354862001
392	0.3351310447
393	0.3347762426
394	0.3341820328
395	0.3337102819
396	0.3332802808
397	0.332774127
398	0.3320248922
399	0.3317424633
400	0.3314585509
401	0.3307011216
402	0.3301193096
403	0.3295097351
404	0.3290290126
405	0.3285948435
406	0.3283252716
407	0.3278152678
408	0.3274363765
409	0.3269533934
410	0.3263804471
411	0.3259932907
412	0.325422393
413	0.3250609504
414	0.3244668466
415	0.3239846759
416	0.3236233747
417	0.3232756721
418	0.3228489911
419	0.3223678801
420	0.3216623024
421	0.3212240007
422	0.3207830853
423	0.3204009091
424	0.3197917938
425	0.319329615
426	0.3188181983
427	0.3184220703
428	0.3179319876
429	0.3174797694
430	0.3171189273
431	0.3165570365
432	0.3163008866
433	0.315934711
434	0.3155997947
435	0.3149222974
436	0.3144806756
437	0.3141185266
438	0.3137750979
439	0.3133718703
440	0.3129232548
441	0.312220962
442	0.3119024701
443	0.3115566748
444	0.3108676275
445	0.3104173872
446	0.3099475084
447	0.3093822621
448	0.3091118071
449	0.3087015505
450	0.3082561846
451	0.307817777
452	0.3072642574
453	0.3069122456
454	0.3064267547
455	0.3061711347
456	0.3057477739
457	0.3051674808
458	0.3045585774
459	0.3040385423
460	0.3035164586
461	0.3031490114
462	0.3029678486
463	0.3027151249
464	0.3022194262
465	0.301832623
466	0.3012051053
467	0.3007727023
468	0.3004608508
469	0.2999102628
470	0.2995837883
471	0.2993220577
472	0.2989927574
473	0.2985191345
474	0.2980793847
475	0.2978261312
476	0.2974015695
477	0.2969977061
478	0.2964995349
479	0.2963046674
480	0.2958635931
481	0.2953616072
482	0.294906369
483	0.294562534
484	0.2941865568
485	0.2938971166
486	0.2936035086
487	0.2931239163
488	0.2927005556
489	0.2922761352
490	0.29176901
491	0.2911639743
492	0.290983306
493	0.2906078409
494	0.2903113718
495	0.2896796686
496	0.2892497204
497	0.2886960065
498	0.2882968761
499	0.2877354269
500	0.2872776102
501	0.2870067667
502	0.2866081662
503	0.2862882084
504	0.2858127488
505	0.2851808689
506	0.2847939067
507	0.2844192187
508	0.2837508873
509	0.283334008
510	0.2830392343
511	0.2824656169
512	0.2819986873
513	0.2816790828
514	0.281144619
515	0.2807706374
516	0.2803243884
517	0.2798222083
518	0.2795172091
519	0.2790976984
520	0.2787660846
521	0.2785077978
522	0.27814111
523	0.277822053
524	0.277529222
525	0.2770466628
526	0.2765097088
527	0.276300289
528	0.2760186019
529	0.2753620501
530	0.2749434224
531	0.2743509081
532	0.2739520603
533	0.2733172487
534	0.2727525852
535	0.272377385
536	0.2719327785
537	0.2715006934
538	0.271102658
539	0.2706531595
540	0.270333608
541	0.2700597269
542	0.2695663064
543	0.2692523709
544	0.2689298524
545	0.2685070391
546	0.2680470149
547	0.2678014967
548	0.2674436746
549	0.267162429
550	0.266914403
551	0.2664484448
552	0.2660123154
553	0.2656648247
554	0.2653534501
555	0.264894821
556	0.2645024723
557	0.2642821559
558	0.2637495818
559	0.2631117503
560	0.2629008117
561	0.2624759851
562	0.2620261863
563	0.2616805324
564	0.2613925934
565	0.2610703574
566	0.2608101809
567	0.2605713385
568	0.2602344972
569	0.2597157514
570	0.2592891411
571	0.2588827698
572	0.2584715243
573	0.2583084636
574	0.2580017514
575	0.2575823289
576	0.2572917938
577	0.2568622872
578	0.2566416528
579	0.2562685719
580	0.2556832985
581	0.255258207
582	0.2548445242
583	0.2545034267
584	0.254349267
585	0.2538608622
586	0.2536425414
587	0.2533221951
588	0.2527642603
589	0.2525233693
590	0.2520820123
591	0.251831037
592	0.2515307532
593	0.2509533211
594	0.2505449896
595	0.2501203572
596	0.2497370508
597	0.2493599432
598	0.2492236738
599	0.2488389015
600	0.2485145639
601	0.2481123606
602	0.2477781861
603	0.2475447478
604	0.2472692419
605	0.2471216696
606	0.2468161936
607	0.2464164275
608	0.2459691895
609	0.2457716553
610	0.2455014476
611	0.2451545397
612	0.2448196058
613	0.2443457003
614	0.2439754981
615	0.2435108291
616	0.2431226306
617	0.242942916
618	0.2426396123
619	0.2423568832
620	0.2420647939
621	0.2416889756
622	0.2413868198
623	0.2410614226
624	0.24088139
625	0.2407003332
626	0.2402221009
627	0.2399731212
628	0.2397701475
629	0.2394431785
630	0.2392684089
631	0.238885544
632	0.2386402907
633	0.2382818151
634	0.2379248937
635	0.2376296432
636	0.2373215357
637	0.2370960801
638	0.2368096952
639	0.236406291
640	0.2360721164
641	0.2357253322
642	0.2354583387
643	0.2351761041
644	0.234679487
645	0.2344602479
646	0.2341241837
647	0.2337502374
648	0.2335385923
649	0.2332533024
650	0.2330373128
651	0.23259283
652	0.2323858296
653	0.2318906961
654	0.2316734702
655	0.2314067417
656	0.2311194738
657	0.2307807781
658	0.2302913489
659	0.2299226478
660	0.2296062929
661	0.2292715885
662	0.2287249389
663	0.2284563736
664	0.2281487076
665	0.2278749148
666	0.2276087514
667	0.2272167912
668	0.2269550076
669	0.2266040378
670	0.2263842689
671	0.2261287901
672	0.2258815236
673	0.2257315671
674	0.2254942082
675	0.225175363
676	0.2249247056
677	0.2246546569
678	0.2243981538
679	0.2240398548
680	0.2234590318
681	0.2231099341
682	0.2227421513
683	0.2225365286
684	0.2221625646
685	0.2217485287
686	0.2213924726
687	0.2209829754
688	0.2206643952
689	0.2203072442
690	0.2200274114
691	0.2197623783
692	0.219501619
693	0.2191762394
694	0.2189747492
695	0.2185029454
696	0.2182641912
697	0.2178705357
698	0.2175228331
699	0.2171639513
700	0.2167919477
701	0.2165643904
702	0.2162725307
703	0.2160618747
704	0.2156564571
705	0.2154045988
706	0.2151910994
707	0.2148530218
708	0.2146911621
709	0.2143086151
710	0.2138974048
711	0.2134679159
712	0.2132387514
713	0.2129378142
714	0.2125600356
715	0.2123985291
716	0.2121430503
717	0.2118322055
718	0.2114591952
719	0.2111705851
720	0.2106745685
721	0.210472001
722	0.2101601141
723	0.209961379
724	0.2096518764
725	0.2093732622
726	0.2090879723
727	0.2086380676
728	0.208287451
729	0.2080162896
730	0.2076738146
731	0.2073908912
732	0.2070297665
733	0.2067369532
734	0.2063617176
735	0.2061133208
736	0.2059323699
737	0.2055196939
738	0.2051459242
739	0.204781391
740	0.2046122904
741	0.2044298031
742	0.2042522254
743	0.203975077
744	0.2035809976
745	0.2033266491
746	0.2029135492
747	0.2026659294
748	0.2023913419
749	0.2020369989
750	0.2018645251
751	0.2014014986
752	0.2010619905
753	0.2008816401
754	0.2006080416
755	0.200258308
756	0.1999757908
757	0.1996964349
758	0.1994788029
759	0.1991300583
760	0.1988228869
761	0.1984445254
762	0.1982019389
763	0.1978733451
764	0.1975779887
765	0.1973134853
766	0.1968963764
767	0.1966606599
768	0.1962705012
769	0.1960078345
770	0.1957143148
771	0.1955550688
772	0.1953742416
773	0.1949688064
774	0.1947251249
775	0.1945310345
776	0.1942861698
777	0.1939701681
778	0.1935465071
779	0.1932849178
780	0.1930250238
781	0.1926075264
782	0.1923747416
783	0.1920163896
784	0.191728221
785	0.1913051605
786	0.1911097986
787	0.1907776727
788	0.1905226354
789	0.1902884201
790	0.190092334
791	0.1897505478
792	0.1894482683
793	0.1892135055
794	0.1887973856
795	0.1883620333
796	0.188014419
797	0.1876748756
798	0.1872554708
799	0.1871152454
800	0.1866867101
801	0.1864022149
802	0.1861909231
803	0.1858008879
804	0.1856271602
805	0.185233699
806	0.1849439939
807	0.1846114971
808	0.1843528394
809	0.18416078
810	0.1839631045
811	0.1838009269
812	0.1834938085
813	0.1832473896
814	0.1831049389
815	0.1829185839
816	0.182488777
817	0.1820475614
818	0.1819027442
819	0.1815681104
820	0.1812280726
821	0.1810056722
822	0.18060195
823	0.1801103663
824	0.1796271713
825	0.1794032697
826	0.1790540836
827	0.1787134806
828	0.1785165822
829	0.1779958584
830	0.1778648165
831	0.1776911064
832	0.1773027314
833	0.1771320237
834	0.1766900663
835	0.1764918257
836	0.176176495
837	0.1759914822
838	0.1757474829
839	0.1755570836
840	0.1751297492
841	0.1749925967
842	0.1746234894
843	0.1744139283
844	0.1741154459
845	0.1737817835
846	0.1735697499
847	0.1733472082
848	0.1731442346
849	0.1728328069
850	0.1724673024
851	0.1720512531
852	0.1717212288
853	0.1714587388
854	0.1711813609
855	0.170818788
856	0.1705266105
857	0.1701211223
858	0.1700110965
859	0.169880814
860	0.1696428016
861	0.1694280483
862	0.1690193106
863	0.1688810808
864	0.1685853181
865	0.1683673152
866	0.1681047016
867	0.1677874283
868	0.1675322851
869	0.1673377532
870	0.1670177248
871	0.1667573364
872	0.1665302912
873	0.1662340871
874	0.1660666113
875	0.1656861129
876	0.1654834394
877	0.1652717414
878	0.1649815595
879	0.1647655169
880	0.1645763715
881	0.1643943787
882	0.1640302517
883	0.16383602
884	0.1634509652
885	0.1632845137
886	0.1630648507
887	0.1627861659
888	0.1624673561
889	0.1622349068
890	0.1619185518
891	0.1615747876
892	0.1613816332
893	0.1611981392
894	0.160992852
895	0.1608018875
896	0.1605573407
897	0.1604048234
898	0.1601107209
899	0.1598999765
900	0.159641937
901	0.159340364
902	0.1591593601
903	0.158852118
904	0.1586516522
905	0.1583037553
906	0.1579987208
907	0.1577772564
908	0.157582389
909	0.1573235547
910	0.1570405254
911	0.1567188899
912	0.156444267
913	0.1562328692
914	0.1558628789
915	0.1556398604
916	0.1554500085
917	0.1551051316
918	0.1546146075
919	0.1544695607
920	0.1540769824
921	0.1538752097
922	0.1537331122
923	0.1534639818
924	0.1532667301
925	0.1529803806
926	0.152694137
927	0.152401253
928	0.1521296501
929	0.1519578828
930	0.1517087972
931	0.1515596884
932	0.1512885977
933	0.151042532
934	0.150759697
935	0.1505101875
936	0.150298984
937	0.149986532
938	0.1497572793
939	0.1496018657
940	0.14936954
941	0.149165648
942	0.1488930031
943	0.1486230073
944	0.1484411911
945	0.1483014248
946	0.1480396235
947	0.1476624807
948	0.1474654939
949	0.1472380603
950	0.147039855
951	0.1467857891
952	0.1465614637
953	0.1462209401
954	0.1458462697
955	0.1455553373
956	0.1452920878
957	0.1450413245
958	0.144768397
959	0.1446352711
960	0.1442835596
961	0.1440176787
962	0.1437905365
963	0.1435081517
964	0.1433003125
965	0.1431110612
966	0.1428908242
967	0.1427702639
968	0.1425691975
969	0.1422633418
970	0.1419162309
971	0.1417200477
972	0.1415672391
973	0.1413246967
974	0.14099537
975	0.1406781938
976	0.1404531444
977	0.1401279149
978	0.1399022032
979	0.1396936929
980	0.1394215778
981	0.1391266805
982	0.1389255524
983	0.1386968383
984	0.1384752415
985	0.1383081895
986	0.138141014
987	0.1378944362
988	0.1375851366
989	0.137366498
990	0.13714038
991	0.1369349868
992	0.1368040155
993	0.1365323067
994	0.1363758511
995	0.1360600789
996	0.1358951816
997	0.1356993693
998	0.1355270456
999	0.135288786
